ind,ind_t,date,adr,p,n_killed,n_injured,city,state,LON,LAT,log_n_killed,log_n_injured,p_class,lonlat
1939,1124,2019-08-24,6200 block of Maxwell Dr Temple Hills (Camp Springs) Maryland,0.6238324625039507,0,7,Temple Hills (Camp Springs),Maryland,-76.89855870000002,38.8174429,0.0,2.079441541679836,2,"[-76.89855870000002, 38.8174429]"
1940,1125,2019-08-25,8200 block of S Maryland Ave Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.604151,41.745601,0.6931471805599453,1.3862943611198906,2,"[-87.604151, 41.745601]"
1941,1125,2019-08-25,1700 block of E Bond St Hobbs New Mexico,1.4532374265141534,3,4,Hobbs,New Mexico,-103.11626779999999,32.7037228,1.3862943611198906,1.6094379124341005,3,"[-103.11626779999999, 32.7037228]"
1942,1126,2019-08-29,2500 block of E Monument St Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.5822359,39.298867200000004,0.6931471805599453,1.3862943611198906,2,"[-76.5822359, 39.298867200000004]"
1943,1127,2019-08-30,1600 block of E 29th St Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.5929,39.3249251,0.6931471805599453,1.3862943611198906,2,"[-76.5929, 39.3249251]"
1944,1127,2019-08-30,1621 Virginia St Mobile Alabama,0.583773044716594,0,6,Mobile,Alabama,-88.0756128,30.673386199999996,0.0,1.9459101490553128,2,"[-88.0756128, 30.673386199999996]"
1945,1128,2019-08-31,7100 block of S Paulina St Chicago Illinois,1.184916910403644,2,3,Chicago,Illinois,-87.6662547,41.7648761,1.0986122886681098,1.3862943611198906,3,"[-87.6662547, 41.7648761]"
1946,1128,2019-08-31,600 block of N Market St Frederick Maryland,0.4828313737302301,0,4,Frederick,Maryland,-77.40965829999998,39.4217379,0.0,1.6094379124341005,1,"[-77.40965829999998, 39.4217379]"
1947,1128,2019-08-31,900 block of N Monroe St Baltimore Maryland,0.4828313737302301,0,4,Baltimore,Maryland,-76.64773509999998,39.2990954,0.0,1.6094379124341005,1,"[-76.64773509999998, 39.2990954]"
1948,1128,2019-08-31,336 Maplewood Rd Moncks Corner South Carolina,0.4828313737302301,0,4,Moncks Corner,South Carolina,-80.0384188,33.15632,0.0,1.6094379124341005,1,"[-80.0384188, 33.15632]"
1949,1128,2019-08-31,10035 Dabney Dr Charlotte North Carolina,0.9010913347279288,1,3,Charlotte,North Carolina,-80.71797099999998,35.31195800000001,0.6931471805599453,1.3862943611198906,2,"[-80.71797099999998, 35.31195800000001]"
1950,1128,2019-08-31,4600 block of 4th St Philadelphia Pennsylvania,1.0986122886681096,2,2,Philadelphia,Pennsylvania,-75.13201099999998,40.02087020000001,1.0986122886681098,1.0986122886681098,3,"[-75.13201099999998, 40.02087020000001]"
1951,1128,2019-08-31,8250 TX 191 Odessa Texas,2.491473353239737,8,23,Odessa,Texas,-102.28465959999998,31.924637199999996,2.19722457733622,3.1780538303479458,5,"[-102.28465959999998, 31.924637199999996]"
1952,1129,2019-09-01,3257 Stickney Ave Toledo Ohio,0.4828313737302301,0,4,Toledo,Ohio,-83.527114,41.682713,0.0,1.6094379124341005,1,"[-83.527114, 41.682713]"
1953,1129,2019-09-01,502 Boulevard Valley Alabama,0.6238324625039507,0,7,Valley,Alabama,-85.18714709999998,32.7912836,0.0,2.079441541679836,2,"[-85.18714709999998, 32.7912836]"
1954,1129,2019-09-01,521 Country Club Road Rocky Mount North Carolina,0.4828313737302301,0,4,Rocky Mount,North Carolina,-77.825739,35.9665782,0.0,1.6094379124341005,1,"[-77.825739, 35.9665782]"
1955,1129,2019-09-01,80 Edgewood St Hartford Connecticut,0.9010913347279288,1,3,Hartford,Connecticut,-72.6910699,41.7796648,0.6931471805599453,1.3862943611198906,2,"[-72.6910699, 41.7796648]"
1956,1130,2019-09-02,6200 block of S King Dr Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.6158672,41.78198020000001,0.0,1.6094379124341005,1,"[-87.6158672, 41.78198020000001]"
1957,1130,2019-09-02,5528 W Market St Greensboro North Carolina,1.0986122886681096,2,2,Greensboro,North Carolina,-79.88945030000002,36.0755783,1.0986122886681098,1.0986122886681098,3,"[-79.88945030000002, 36.0755783]"
1958,1130,2019-09-02,25019 Ridge Road Elkmont Alabama,1.2542316284596384,5,0,Elkmont,Alabama,-86.96981939999998,34.92110039999999,1.791759469228055,0.0,3,"[-86.96981939999998, 34.92110039999999]"
1959,1131,2019-09-04,400 W 62nd St Jacksonville Florida,0.4828313737302301,0,4,Jacksonville,Florida,-81.65898929999999,30.3842507,0.0,1.6094379124341005,1,"[-81.65898929999999, 30.3842507]"
1960,1131,2019-09-04,3044 Sorbonne Dr Marrero Louisiana,1.0986122886681096,2,2,Marrero,Louisiana,-90.1192296,29.850856,1.0986122886681098,1.0986122886681098,3,"[-90.1192296, 29.850856]"
1961,1132,2019-09-07,Brittney Lane Whiteville North Carolina,1.178350206951907,3,1,Whiteville,North Carolina,-78.68504420000002,34.2481902,1.3862943611198906,0.6931471805599453,3,"[-78.68504420000002, 34.2481902]"
1962,1133,2019-09-08,2900 block of Cypress St Alexandria Louisiana,0.9010913347279288,1,3,Alexandria,Louisiana,-92.4439014,31.28565080000001,0.6931471805599453,1.3862943611198906,2,"[-92.4439014, 31.28565080000001]"
1963,1133,2019-09-08,1083 Broad St Sumter South Carolina,1.0986122886681096,2,2,Sumter,South Carolina,-80.3761735,33.950753799999994,1.0986122886681098,1.0986122886681098,3,"[-80.3761735, 33.950753799999994]"
1964,1134,2019-09-10,2200 block of W Maypole Ave Chicago Illinois,0.4828313737302301,0,4,Chicago,Illinois,-87.68165139999998,41.8839646,0.0,1.6094379124341005,1,"[-87.68165139999998, 41.8839646]"
1965,1135,2019-09-12,1028 Lura Pl SW Albuquerque New Mexico,1.456190225304303,4,2,Albuquerque,New Mexico,-106.68420320000001,35.0640083,1.6094379124341005,1.0986122886681098,3,"[-106.68420320000001, 35.0640083]"
1966,1135,2019-09-12,1919 Ladera Dr NW Albuquerque New Mexico,0.9010913347279288,1,3,Albuquerque,New Mexico,-106.725903,35.106113,0.6931471805599453,1.3862943611198906,2,"[-106.725903, 35.106113]"
1967,1136,2019-09-14,1400 block of Elm St Lagrange Georgia,0.4828313737302301,0,4,Lagrange,Georgia,-85.042991,33.017886,0.0,1.6094379124341005,1,"[-85.042991, 33.017886]"
1968,1136,2019-09-14,38th Ave and MacArthur Blvd Oakland California,0.9680344001221916,1,4,Oakland,California,-122.1977385,37.7905568,0.6931471805599453,1.6094379124341005,2,"[-122.1977385, 37.7905568]"
1969,1136,2019-09-14,5200 block of Tennessee Ave Saint Louis Missouri,0.9010913347279288,1,3,Saint Louis,Missouri,-90.25069140000001,38.5708046,0.6931471805599453,1.3862943611198906,2,"[-90.25069140000001, 38.5708046]"
1970,1137,2019-09-16,3436 E. 11th St Cheyenne Wyoming,1.0986122886681096,2,2,Cheyenne,Wyoming,-104.7661548,41.1356907,1.0986122886681098,1.0986122886681098,3,"[-104.7661548, 41.1356907]"
1971,1138,2019-09-18,800 block of Bayview Ave Wilmington California,1.0986122886681096,2,2,Wilmington,California,-118.26989679999998,33.779706299999994,1.0986122886681098,1.0986122886681098,3,"[-118.26989679999998, 33.779706299999994]"
1972,1138,2019-09-18,4200 block of W Madison St Chicago Illinois,1.178350206951907,3,1,Chicago,Illinois,-87.730863,41.881079,1.3862943611198906,0.6931471805599453,3,"[-87.730863, 41.881079]"
1973,1139,2019-09-19,1300 block of Columbia Rd NW Washington District of Columbia,1.0227308671603779,1,5,Washington,District of Columbia,-77.0306147,38.9274332,0.6931471805599453,1.791759469228055,3,"[-77.0306147, 38.9274332]"
1974,1140,2019-09-20,Canal Blvd and City Park Ave New Orleans Louisiana,1.0227308671603779,1,5,New Orleans,Louisiana,-90.1107458,29.9821544,0.6931471805599453,1.791759469228055,3,"[-90.1107458, 29.9821544]"
1975,1141,2019-09-21,3616 East 144th St Cleveland Ohio,1.1266065387038702,4,0,Cleveland,Ohio,-81.58155620000002,41.4611904,1.6094379124341005,0.0,3,"[-81.58155620000002, 41.4611904]"
1976,1141,2019-09-21,101 W Maryland St Indianapolis Indiana,0.583773044716594,0,6,Indianapolis,Indiana,-86.16046960000001,39.7651971,0.0,1.9459101490553128,2,"[-86.16046960000001, 39.7651971]"
1977,1141,2019-09-21,1399 Old Charlotte Rd Lancaster South Carolina,1.4281959752685425,2,8,Lancaster,South Carolina,-80.77818559999999,34.7418948,1.0986122886681098,2.19722457733622,3,"[-80.77818559999999, 34.7418948]"
1978,1141,2019-09-21,Poland Ave and St. Claude Ave New Orleans Louisiana,0.4828313737302301,0,4,New Orleans,Louisiana,-90.0313877,29.964833799999997,0.0,1.6094379124341005,1,"[-90.0313877, 29.964833799999997]"
1979,1142,2019-09-22,2111 Television Plaza Kansas City Missouri,0.5375278407684164,0,5,Kansas City,Missouri,-94.4816257,39.08388009999999,0.0,1.791759469228055,2,"[-94.4816257, 39.08388009999999]"
1980,1143,2019-09-23,1600 block of Connecticut St Gary Indiana,1.0986122886681096,2,2,Gary,Indiana,-87.33477300000001,41.58682599999999,1.0986122886681098,1.0986122886681098,3,"[-87.33477300000001, 41.58682599999999]"
1981,1144,2019-09-24,2000 block of South Hoyne Ave Chicago Illinois,0.9010913347279288,1,3,Chicago,Illinois,-87.67833399999998,41.854902,0.6931471805599453,1.3862943611198906,2,"[-87.67833399999998, 41.854902]"
1982,1145,2019-09-29,4100 block of Highland Ave Beaumont Texas,1.1266065387038702,4,0,Beaumont,Texas,-94.08546329999999,30.0472821,1.6094379124341005,0.0,3,"[-94.08546329999999, 30.0472821]"
1983,1145,2019-09-29,1500 block of NE 100th Rd Claflin Kansas,0.4828313737302301,0,4,Claflin,Kansas,-98.4988036,38.5074005,0.0,1.6094379124341005,1,"[-98.4988036, 38.5074005]"
1984,1145,2019-09-29,2200 block of Clemente Dr Jacksonville Florida,0.4828313737302301,0,4,Jacksonville,Florida,-81.68801289999998,30.324732899999997,0.0,1.6094379124341005,1,"[-81.68801289999998, 30.324732899999997]"
1985,1145,2019-09-29,1500 block of N 29th St Milwaukee Wisconsin,0.4828313737302301,0,4,Milwaukee,Wisconsin,-87.949991,43.0500672,0.0,1.6094379124341005,1,"[-87.949991, 43.0500672]"
1986,1145,2019-09-29,500 block of Fairlawn Ave Round Lake (Round Lake Park) Illinois,0.9010913347279288,1,3,Round Lake (Round Lake Park),Illinois,-88.07665250000002,42.3570845,0.6931471805599453,1.3862943611198906,2,"[-88.07665250000002, 42.3570845]"
1987,1146,2019-10-01,Leonor K. Sullivan Blvd and Poplar St Saint Louis Missouri,0.4828313737302301,0,4,Saint Louis,Missouri,-90.1861085,38.6192343,0.0,1.6094379124341005,1,"[-90.1861085, 38.6192343]"
1988,1147,2019-10-03,S Olson Ave Marshall Missouri,0.9010913347279288,1,3,Marshall,Missouri,-93.19355429999999,39.1084679,0.6931471805599453,1.3862943611198906,2,"[-93.19355429999999, 39.1084679]"
1989,1147,2019-10-03,700 South Foushee St Roxboro North Carolina,0.9010913347279288,1,3,Roxboro,North Carolina,-78.9848027,36.38335060000001,0.6931471805599453,1.3862943611198906,2,"[-78.9848027, 36.38335060000001]"
1990,1148,2019-10-05,10035 Crown Point Dr Saint Louis Missouri,0.5375278407684164,0,5,Saint Louis,Missouri,-90.26077559999999,38.75086590000001,0.0,1.791759469228055,2,"[-90.26077559999999, 38.75086590000001]"
1991,1149,2019-10-06,1127 Chestnut St Evansville Indiana,0.5375278407684164,0,5,Evansville,Indiana,-87.5601723,37.973151,0.0,1.791759469228055,2,"[-87.5601723, 37.973151]"
1992,1149,2019-10-06,1013 Central Ave Kansas City Kansas,1.6641343794722867,4,5,Kansas City,Kansas,-94.63609620000001,39.1007709,1.6094379124341005,1.791759469228055,4,"[-94.63609620000001, 39.1007709]"
1993,1149,2019-10-06,7100 block of Ruth Way Denver Colorado,0.4828313737302301,0,4,Denver,Colorado,-105.01302890000001,39.82577360000001,0.0,1.6094379124341005,1,"[-105.01302890000001, 39.82577360000001]"
1994,1150,2019-10-07,135 Centre Ave Abington Massachusetts,1.2542316284596384,5,0,Abington,Massachusetts,-70.9385302,42.10667309999999,1.791759469228055,0.0,3,"[-70.9385302, 42.10667309999999]"
1995,1151,2019-10-09,1600 block of W North Ave Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.64316640000001,39.3103061,0.6931471805599453,1.3862943611198906,2,"[-76.64316640000001, 39.3103061]"
1996,1151,2019-10-09,149 Ennell Street Lowell Massachusetts,0.5375278407684164,0,5,Lowell,Massachusetts,-71.3092286,42.657469899999995,0.0,1.791759469228055,2,"[-71.3092286, 42.657469899999995]"
1997,1152,2019-10-10,900 block of S 5th St Philadelphia Pennsylvania,0.5375278407684164,0,5,Philadelphia,Pennsylvania,-75.15193769999998,39.937286900000004,0.0,1.791759469228055,2,"[-75.15193769999998, 39.937286900000004]"
1998,1152,2019-10-10,5410 N Falkenburg Rd Tampa Florida,1.0986122886681096,2,2,Tampa,Florida,-82.3353752,27.9957813,1.0986122886681098,1.0986122886681098,3,"[-82.3353752, 27.9957813]"
1999,1153,2019-10-12,15163 E 10 Mile Rd Eastpointe Michigan,1.0227308671603779,1,5,Eastpointe,Michigan,-82.96447669999998,42.4798389,0.6931471805599453,1.791759469228055,3,"[-82.96447669999998, 42.4798389]"
2000,1153,2019-10-12,800 block of W Lexington St Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.63077940000002,39.2912348,0.6931471805599453,1.3862943611198906,2,"[-76.63077940000002, 39.2912348]"
2001,1153,2019-10-12,6733 W Irving Park Rd Chicago Illinois,1.2542316284596384,5,0,Chicago,Illinois,-87.7951046,41.95248350000001,1.791759469228055,0.0,3,"[-87.7951046, 41.95248350000001]"
2002,1153,2019-10-12,700 block of W Russell St Philadelphia Pennsylvania,0.9010913347279288,1,3,Philadelphia,Pennsylvania,-75.141537,40.003582,0.6931471805599453,1.3862943611198906,2,"[-75.141537, 40.003582]"
2003,1153,2019-10-12,75 Utica Ave Brooklyn New York,1.5424948470398374,4,3,Brooklyn,New York,-73.9301986,40.676395899999996,1.6094379124341005,1.3862943611198906,4,"[-73.9301986, 40.676395899999996]"
2004,1154,2019-10-13,Main St Akron Ohio,0.4828313737302301,0,4,Akron,Ohio,-81.5234636,40.998143400000004,0.0,1.6094379124341005,1,"[-81.5234636, 40.998143400000004]"
2005,1154,2019-10-13,W Clearfield St and N 8th St Philadelphia Pennsylvania,0.583773044716594,0,6,Philadelphia,Pennsylvania,-75.14378570000002,39.9987941,0.0,1.9459101490553128,2,"[-75.14378570000002, 39.9987941]"
2006,1155,2019-10-15,1600 block of Manchester Ave Columbus Ohio,0.4828313737302301,0,4,Columbus,Ohio,-82.9686064,40.0220724,0.0,1.6094379124341005,1,"[-82.9686064, 40.0220724]"
2007,1156,2019-10-19,3812 Truman Ave El Paso Texas,0.9680344001221916,1,4,El Paso,Texas,-106.4470057,31.81888219999999,0.6931471805599453,1.6094379124341005,2,"[-106.4470057, 31.81888219999999]"
2008,1156,2019-10-19,600 block of Priscilla Ave Duquesne Pennsylvania,0.4828313737302301,0,4,Duquesne,Pennsylvania,-79.84958809999998,40.3682285,0.0,1.6094379124341005,1,"[-79.84958809999998, 40.3682285]"
2009,1157,2019-10-20,1100 block of Vicksburg Ave Port Arthur Texas,0.9010913347279288,1,3,Port Arthur,Texas,-93.93141390000001,29.886445000000002,0.6931471805599453,1.3862943611198906,2,"[-93.93141390000001, 29.886445000000002]"
2010,1158,2019-10-21,29 Wesmark Blvd Sumter South Carolina,0.4828313737302301,0,4,Sumter,South Carolina,-80.3756516,33.9523525,0.0,1.6094379124341005,1,"[-80.3756516, 33.9523525]"
2011,1159,2019-10-22,7020 E Green Ave Oklahoma City (Midwest City) Oklahoma,0.9010913347279288,1,3,Oklahoma City (Midwest City),Oklahoma,-97.40509240000002,35.463375899999996,0.6931471805599453,1.3862943611198906,2,"[-97.40509240000002, 35.463375899999996]"
2012,1160,2019-10-24,1900 block of NW 12th St Oklahoma City Oklahoma,1.0986122886681096,2,2,Oklahoma City,Oklahoma,-97.5434685,35.481374,1.0986122886681098,1.0986122886681098,3,"[-97.5434685, 35.481374]"
2013,1161,2019-10-26,2275 US-380 Greenville Texas,1.3528016467842707,2,6,Greenville,Texas,-96.179274,33.134364,1.0986122886681098,1.9459101490553128,3,"[-96.179274, 33.134364]"
2014,1162,2019-10-27,Balfour Dr and W Miller Rd Lansing Michigan,0.9680344001221916,1,4,Lansing,Michigan,-84.5762821,42.6692109,0.6931471805599453,1.6094379124341005,2,"[-84.5762821, 42.6692109]"
2015,1162,2019-10-27,East Outer Dr and Helen St Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.0318324,42.4411816,0.0,1.6094379124341005,1,"[-83.0318324, 42.4411816]"
2016,1163,2019-10-28,4160 Pimlico Rd Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.6630531,39.3372419,0.6931471805599453,1.3862943611198906,2,"[-76.6630531, 39.3372419]"
2017,1164,2019-10-29,4700 block of Liberty Heights Ave Baltimore Maryland,0.9010913347279288,1,3,Baltimore,Maryland,-76.6957187,39.3316793,0.6931471805599453,1.3862943611198906,2,"[-76.6957187, 39.3316793]"
2018,1164,2019-10-29,2709 E 7th St Long Beach California,1.661181580682137,3,9,Long Beach,California,-118.15974740000001,33.7755386,1.3862943611198906,2.302585092994046,4,"[-118.15974740000001, 33.7755386]"
2019,1165,2019-10-30,5026 Walton Ave Philadelphia Pennsylvania,1.1266065387038702,4,0,Philadelphia,Pennsylvania,-75.22412489999998,39.9491454,1.6094379124341005,0.0,3,"[-75.22412489999998, 39.9491454]"
2020,1166,2019-10-31,114 Lucille Way Orinda California,1.6701199367956057,5,3,Orinda,California,-122.18349609999999,37.8734445,1.791759469228055,1.3862943611198906,4,"[-122.18349609999999, 37.8734445]"
2021,1167,2019-11-01,1616 S Chadbourne St San Angelo Texas,0.4828313737302301,0,4,San Angelo,Texas,-100.4334251,31.4441413,0.0,1.6094379124341005,1,"[-100.4334251, 31.4441413]"
2022,1167,2019-11-01,2434 S 86th Ln Tolleson Arizona,0.5375278407684164,0,5,Tolleson,Arizona,-112.24657490000001,33.4249156,0.0,1.791759469228055,2,"[-112.24657490000001, 33.4249156]"
2023,1168,2019-11-02,7000 block of E. Kirby Detroit Michigan,0.9680344001221916,1,4,Detroit,Michigan,-83.022379,42.3760096,0.6931471805599453,1.6094379124341005,2,"[-83.022379, 42.3760096]"
2024,1168,2019-11-02,137 Taylor St Baton Rouge Louisiana,0.4828313737302301,0,4,Baton Rouge,Louisiana,-91.180907,30.4260637,0.0,1.6094379124341005,1,"[-91.180907, 30.4260637]"
2025,1169,2019-11-03,Sandyland Cir and CR 823 Nacogdoches Texas,0.9010913347279288,1,3,Nacogdoches,Texas,-94.73263860000002,31.654173999999998,0.6931471805599453,1.3862943611198906,2,"[-94.73263860000002, 31.654173999999998]"
2026,1169,2019-11-03,600 block of Magnolia St Toledo Ohio,0.4828313737302301,0,4,Toledo,Ohio,-83.52143690000003,41.6618239,0.0,1.6094379124341005,1,"[-83.52143690000003, 41.6618239]"
2027,1170,2019-11-04,5000 block of Northridge Dr Houston Texas,0.9680344001221916,1,4,Houston,Texas,-95.34849990000001,29.6714043,0.6931471805599453,1.6094379124341005,2,"[-95.34849990000001, 29.6714043]"
2028,1171,2019-11-07,1800 block of Green St Conyers Georgia,1.184916910403644,2,3,Conyers,Georgia,-84.03409719999998,33.6737351,1.0986122886681098,1.3862943611198906,3,"[-84.03409719999998, 33.6737351]"
2029,1172,2019-11-08,503 Bragg St Raleigh North Carolina,0.9010913347279288,1,3,Raleigh,North Carolina,-78.6324818,35.7658985,0.6931471805599453,1.3862943611198906,2,"[-78.6324818, 35.7658985]"
2030,1173,2019-11-09,Wiggins St Vidalia Georgia,0.4828313737302301,0,4,Vidalia,Georgia,-82.408407,32.2279475,0.0,1.6094379124341005,1,"[-82.408407, 32.2279475]"
2031,1173,2019-11-09,3800 block of E McNichols Rd Detroit Michigan,0.4828313737302301,0,4,Detroit,Michigan,-83.062764,42.418445,0.0,1.6094379124341005,1,"[-83.062764, 42.418445]"
2032,1174,2019-11-10,3000 block of W 12th St Little Rock Arkansas,0.4828313737302301,0,4,Little Rock,Arkansas,-92.3071048,34.740191499999995,0.0,1.6094379124341005,1,"[-92.3071048, 34.740191499999995]"
2033,1174,2019-11-10,2080 E. Brooks Rd Memphis Tennessee,0.9680344001221916,1,4,Memphis,Tennessee,-89.9943897,35.0610984,0.6931471805599453,1.6094379124341005,2,"[-89.9943897, 35.0610984]"
2034,1174,2019-11-10,4704 Independence Ave Kansas City Missouri,0.4828313737302301,0,4,Kansas City,Missouri,-94.5270146,39.1056299,0.0,1.6094379124341005,1,"[-94.5270146, 39.1056299]"
2035,1175,2019-11-11,SW 7th St Belle Glade Florida,0.4828313737302301,0,4,Belle Glade,Florida,-80.6760872,26.680362300000002,0.0,1.6094379124341005,1,"[-80.6760872, 26.680362300000002]"
